event_id,event_name,event_type,event_year,GEOID,claim_count,building_payments,contents_payments,icc_payments,total_claim_payments,average_payment_per_claim
harvey-2017,Hurricane Harvey,Hurricane,2017,48355006300,32.015,74084.23,21630.41,0.0,95714.64,2989.69
harvey-2017,Hurricane Harvey,Hurricane,2017,48355006400,5.003,6.39,1.87,0.0,8.26,1.65
harvey-2017,Hurricane Harvey,Hurricane,2017,48355980000,0.002,0.01,0.0,0.0,0.01,5.05
harvey-2017,Hurricane Harvey,Hurricane,2017,48361020200,203.994,5793068.66,1657299.04,0.0,7450367.7,36522.55
harvey-2017,Hurricane Harvey,Hurricane,2017,48361020300,161.006,8381651.78,3388014.83,0.0,11769666.61,73100.62
harvey-2017,Hurricane Harvey,Hurricane,2017,48361020500,172.0,6809935.06,2178282.02,0.0,8988217.08,52257.08
harvey-2017,Hurricane Harvey,Hurricane,2017,48361020700,196.0,15691790.46,6768349.15,0.0,22460139.61,114592.55
harvey-2017,Hurricane Harvey,Hurricane,2017,48361020800,178.986,19878833.48,8515792.71,38552.0,28433178.19,158856.94
harvey-2017,Hurricane Harvey,Hurricane,2017,48361020900,148.014,11702549.14,4738166.95,3.0,16440719.09,111075.48
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021000,145.0,9027051.96,3289511.21,0.0,12316563.17,84941.81
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021100,53.0,2452471.18,1028043.7,0.0,3480514.88,65670.09
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021200,171.0,12731612.66,6207697.68,0.0,18939310.34,110756.2
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021300,497.0,55086171.55,23631724.44,0.0,78717895.99,158386.11
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021400,170.0,15151400.42,7985214.69,0.0,23136615.11,136097.74
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021501,36.0,2941736.12,1050443.52,0.0,3992179.64,110893.88
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021502,167.986,11411599.08,4186890.4,30000.0,15628489.48,93034.34
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021600,146.269,13404080.07,4657546.04,55182.95,18116809.06,123859.48
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021700,77.731,10871731.85,4259373.35,3334.05,15134439.25,194702.89
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021800,242.014,27763084.92,10924786.3,0.0,38687871.22,159858.15
harvey-2017,Hurricane Harvey,Hurricane,2017,48361021900,249.999,18249347.82,7427310.83,0.0,25676658.65,102707.03
harvey-2017,Hurricane Harvey,Hurricane,2017,48361022000,97.0,6304323.18,2409604.96,30000.0,8743928.14,90143.59
harvey-2017,Hurricane Harvey,Hurricane,2017,48361022200,172.001,12741864.72,6392659.22,0.0,19134523.94,111246.6
harvey-2017,Hurricane Harvey,Hurricane,2017,48361022300,670.0,44323896.51,18824306.9,48825.0,63197028.41,94323.92
harvey-2017,Hurricane Harvey,Hurricane,2017,48361022400,387.0,17352571.46,5951919.73,57811.0,23362302.19,60367.71
harvey-2017,Hurricane Harvey,Hurricane,2017,48373210101,22.0,952649.98,368485.38,0.0,1321135.36,60051.61
harvey-2017,Hurricane Harvey,Hurricane,2017,48373210204,2.0,33910.5,7692.81,0.0,41603.31,20801.66
harvey-2017,Hurricane Harvey,Hurricane,2017,48373210205,1.0,6717.23,0.0,0.0,6717.23,6717.23
harvey-2017,Hurricane Harvey,Hurricane,2017,48373210206,2.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48373210301,1.0,4378.47,16775.0,0.0,21153.47,21153.47
harvey-2017,Hurricane Harvey,Hurricane,2017,48373210302,3.0,3956.68,7806.8,0.0,11763.48,3921.16
harvey-2017,Hurricane Harvey,Hurricane,2017,48373210500,2.0,901.61,0.0,0.0,901.61,450.8
harvey-2017,Hurricane Harvey,Hurricane,2017,48391950200,8.998,212876.16,63433.19,0.0,276309.35,30709.43
harvey-2017,Hurricane Harvey,Hurricane,2017,48391950400,30.002,510762.43,200867.72,0.0,711630.15,23719.06
harvey-2017,Hurricane Harvey,Hurricane,2017,48399950500,1.0,79898.83,21430.12,0.0,101328.95,101328.95
harvey-2017,Hurricane Harvey,Hurricane,2017,48405950100,0.081,1293.2,0.0,0.0,1293.2,15941.45
harvey-2017,Hurricane Harvey,Hurricane,2017,48405950200,1.919,30589.7,0.0,0.0,30589.7,15941.45
harvey-2017,Hurricane Harvey,Hurricane,2017,48407200101,13.0,430230.89,166280.59,0.0,596511.48,45885.5
harvey-2017,Hurricane Harvey,Hurricane,2017,48407200102,16.0,852323.58,196729.9,0.0,1049053.48,65565.84
harvey-2017,Hurricane Harvey,Hurricane,2017,48407200200,44.0,1266332.75,273895.03,0.0,1540227.78,35005.18
harvey-2017,Hurricane Harvey,Hurricane,2017,48407200300,4.0,6059.02,1895.44,0.0,7954.46,1988.62
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010201,117.749,1641817.87,387569.09,0.0,2029386.97,17234.89
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010202,45.251,911124.73,284390.11,0.0,1195514.83,26419.48
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010301,35.002,246887.27,26391.68,0.0,273278.95,7807.49
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010302,43.0,587084.48,181148.2,0.0,768232.68,17865.88
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010500,5.997,59424.66,2031.94,0.0,61456.61,10248.19
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010601,11.0,3205.86,202.8,0.0,3408.66,309.88
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010602,16.0,4989.25,816.4,0.0,5805.65,362.85
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010603,6.0,19107.53,2.15,0.0,19109.68,3184.79
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010604,9.0,5000.0,5000.0,0.0,10000.0,1111.11
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010700,28.008,550655.16,206721.11,0.0,757376.27,27041.03
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010800,0.992,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48409010900,3.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48409011000,6.0,1353.92,0.0,0.0,1353.92,225.65
harvey-2017,Hurricane Harvey,Hurricane,2017,48423001604,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48423002004,5.897,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48423002007,0.103,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48439102000,2.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48439113403,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48439114104,0.005,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48439114203,0.995,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48441012802,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453000205,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001100,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001200,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001307,0.012,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001308,0.015,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001501,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001603,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001705,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001718,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001741,2.0,82160.86,38888.21,0.0,121049.07,60524.54
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001742,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001751,1.0,10169.38,0.0,0.0,10169.38,10169.38
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001755,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001760,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001770,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001779,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453001858,2.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453002002,0.972,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453002003,0.973,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453002005,0.028,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453002104,0.999,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453002105,0.001,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453002402,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48453002436,0.979,554.8,0.0,0.0,554.8,566.8
harvey-2017,Hurricane Harvey,Hurricane,2017,48455950200,1.0,35000.0,10000.0,0.0,45000.0,45000.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48455950400,1.0,10819.08,1036.79,0.0,11855.87,11855.87
harvey-2017,Hurricane Harvey,Hurricane,2017,48455950500,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48457950100,3.0,80651.38,18556.73,0.0,99208.11,33069.37
harvey-2017,Hurricane Harvey,Hurricane,2017,48457950200,4.0,193421.13,45672.0,0.0,239093.13,59773.28
harvey-2017,Hurricane Harvey,Hurricane,2017,48457950300,1.0,3110.14,0.0,0.0,3110.14,3110.14
harvey-2017,Hurricane Harvey,Hurricane,2017,48457950400,20.0,735000.19,160011.84,0.0,895012.03,44750.6
harvey-2017,Hurricane Harvey,Hurricane,2017,48457950500,1.0,211000.0,80000.0,0.0,291000.0,291000.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000100,0.007,361.81,105.66,0.0,467.47,70391.68
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000202,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000301,3.993,217561.44,63537.79,0.0,281099.23,70391.68
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000400,11.0,154250.27,26225.17,0.0,180475.44,16406.86
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000501,6.97,30655.3,3268.5,0.0,33923.8,4867.04
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000502,1.001,9.7,3.15,0.0,12.85,12.84
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000602,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000700,7.997,65810.55,5669.12,0.0,71479.67,8938.11
harvey-2017,Hurricane Harvey,Hurricane,2017,48469000800,1.0,2359.37,2.48,0.0,2361.84,2361.57
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001300,6.0,36737.12,3865.63,0.0,40602.75,6767.12
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001400,28.0,453763.64,107516.98,0.0,561280.62,20045.74
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001501,3.0,57445.65,0.0,0.0,57445.65,19148.55
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001503,8.08,102269.0,5032.36,0.0,107301.36,13280.14
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001504,8.95,311254.59,3286.6,0.0,314541.19,35144.02
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001601,3.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001604,4.0,10515.47,0.74,0.0,10516.21,2629.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001605,4.999,100858.18,33005.2,0.0,133863.38,26775.83
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001606,5.003,45377.91,26383.27,0.0,71761.18,14342.48
harvey-2017,Hurricane Harvey,Hurricane,2017,48469001700,2.999,42392.68,7313.21,0.0,49705.89,16572.48
harvey-2017,Hurricane Harvey,Hurricane,2017,48471790101,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48471790102,7.0,272294.48,41625.68,0.0,313920.16,44845.74
harvey-2017,Hurricane Harvey,Hurricane,2017,48471790103,8.0,257758.33,28654.86,0.0,286413.19,35801.65
harvey-2017,Hurricane Harvey,Hurricane,2017,48471790200,1.0,1340.95,623.46,0.0,1964.41,1964.41
harvey-2017,Hurricane Harvey,Hurricane,2017,48471790300,14.0,450785.7,139518.38,0.0,590304.08,42164.58
harvey-2017,Hurricane Harvey,Hurricane,2017,48471790400,2.0,66600.0,0.0,0.0,66600.0,33300.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48471790500,1.0,31974.38,0.0,0.0,31974.38,31974.38
harvey-2017,Hurricane Harvey,Hurricane,2017,48473680100,111.818,9771047.49,2554797.3,0.0,12325844.78,110230.9
harvey-2017,Hurricane Harvey,Hurricane,2017,48473680200,133.999,6395050.66,1130651.35,0.0,7525702.01,56162.29
harvey-2017,Hurricane Harvey,Hurricane,2017,48473680300,32.0,1265330.33,192990.75,0.0,1458321.08,45572.53
harvey-2017,Hurricane Harvey,Hurricane,2017,48473680500,4.0,226200.11,33230.7,0.0,259430.81,64857.7
harvey-2017,Hurricane Harvey,Hurricane,2017,48473680600,48.0,2602541.48,863430.77,0.0,3465972.25,72207.76
harvey-2017,Hurricane Harvey,Hurricane,2017,48477170100,1.0,2115.91,0.0,0.0,2115.91,2115.91
harvey-2017,Hurricane Harvey,Hurricane,2017,48477170500,2.0,7500.0,0.0,0.0,7500.0,3750.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48481740100,105.0,11509305.0,1980136.02,162358.0,13651799.02,130017.13
harvey-2017,Hurricane Harvey,Hurricane,2017,48481740200,87.0,4197000.88,688722.4,30000.0,4915723.28,56502.57
harvey-2017,Hurricane Harvey,Hurricane,2017,48481740300,65.0,3128275.72,333583.17,60000.0,3521858.89,54182.44
harvey-2017,Hurricane Harvey,Hurricane,2017,48481740400,52.0,1644711.8,206461.94,0.0,1851173.74,35599.5
harvey-2017,Hurricane Harvey,Hurricane,2017,48481740500,120.0,8728191.93,771173.47,77378.7,9576744.1,79806.2
harvey-2017,Hurricane Harvey,Hurricane,2017,48481740600,35.0,2070736.25,474392.91,36100.0,2581229.16,73749.4
harvey-2017,Hurricane Harvey,Hurricane,2017,48481740800,1.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48481740900,8.0,191326.06,56995.55,0.0,248321.61,31040.2
harvey-2017,Hurricane Harvey,Hurricane,2017,48481741000,2.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48481741100,2.0,0.0,0.0,0.0,0.0,0.0
harvey-2017,Hurricane Harvey,Hurricane,2017,48491020322,1.0,14076.9,0.0,0.0,14076.9,14076.9
harvey-2017,Hurricane Harvey,Hurricane,2017,48497150500,1.0,0.0,0.0,0.0,0.0,0.0
