event_id,event_name,event_type,event_year,GEOID,claim_count,building_payments,contents_payments,icc_payments,total_claim_payments,average_payment_per_claim,population_2018,claims_per_1000_residents,claim_payments_per_capita
florence,Hurricane Florence,Hurricane,2018,37119006203,1,0.00,0.00,0.00,0.00,0.00,5056,0.197785,0.00
florence,Hurricane Florence,Hurricane,2018,37123960300,1,16080.65,0.00,0.00,16080.65,16080.65,3762,0.265816,4.27
florence,Hurricane Florence,Hurricane,2018,37125950501,9,170626.48,79895.02,0.00,250521.50,27835.72,6720,1.339286,37.28
florence,Hurricane Florence,Hurricane,2018,37125950502,4,37044.18,0.00,0.00,37044.18,9261.05,7984,0.501002,4.64
florence,Hurricane Florence,Hurricane,2018,37125950601,1,5175.82,0.00,0.00,5175.82,5175.82,3754,0.266383,1.38
florence,Hurricane Florence,Hurricane,2018,37125950602,3,65120.87,4036.17,0.00,69157.04,23052.35,6791,0.441761,10.18
florence,Hurricane Florence,Hurricane,2018,37125950701,1,157.98,1861.14,0.00,2019.12,2019.12,5139,0.194590,0.39
florence,Hurricane Florence,Hurricane,2018,37125950702,3,9058.66,0.00,0.00,9058.66,3019.55,2566,1.169135,3.53
florence,Hurricane Florence,Hurricane,2018,37125950802,1,0.00,0.00,0.00,0.00,0.00,3918,0.255232,0.00
florence,Hurricane Florence,Hurricane,2018,37125951000,2,26690.05,0.00,0.00,26690.05,13345.02,5725,0.349345,4.66
florence,Hurricane Florence,Hurricane,2018,37127010503,1,0.00,1000.00,0.00,1000.00,1000.00,2749,0.363769,0.36
florence,Hurricane Florence,Hurricane,2018,37127010800,1,0.00,0.00,0.00,0.00,0.00,7180,0.139276,0.00
florence,Hurricane Florence,Hurricane,2018,37127011101,1,1000.00,0.00,0.00,1000.00,1000.00,6877,0.145412,0.15
florence,Hurricane Florence,Hurricane,2018,37129010100,9,368194.07,27943.19,0.00,396137.26,44015.25,2267,3.970004,174.74
florence,Hurricane Florence,Hurricane,2018,37129010200,13,810653.74,45872.31,0.00,856526.05,65886.62,3503,3.711105,244.51
florence,Hurricane Florence,Hurricane,2018,37129010300,27,456739.80,27079.47,30000.00,513819.27,19030.34,5902,4.574720,87.06
florence,Hurricane Florence,Hurricane,2018,37129010400,30,905162.78,95152.58,0.00,1000315.36,33343.85,3031,9.897724,330.03
florence,Hurricane Florence,Hurricane,2018,37129010501,4,289881.78,0.00,0.00,289881.78,72470.45,4396,0.909918,65.94
florence,Hurricane Florence,Hurricane,2018,37129010502,5,63857.60,0.00,0.00,63857.60,12771.52,8648,0.578168,7.38
florence,Hurricane Florence,Hurricane,2018,37129010600,5,34675.69,11469.41,0.00,46145.10,9229.02,4147,1.205691,11.13
florence,Hurricane Florence,Hurricane,2018,37129010700,8,32880.35,7009.63,0.00,39889.98,4986.25,4593,1.741781,8.68
florence,Hurricane Florence,Hurricane,2018,37129010800,2,0.00,0.00,0.00,0.00,0.00,2907,0.687994,0.00
florence,Hurricane Florence,Hurricane,2018,37129010900,1,7319.16,0.00,0.00,7319.16,7319.16,2415,0.414079,3.03
florence,Hurricane Florence,Hurricane,2018,37129011200,2,866.66,0.00,0.00,866.66,433.33,2540,0.787402,0.34
florence,Hurricane Florence,Hurricane,2018,37129011300,13,219618.58,6663.32,0.00,226281.90,17406.30,1816,7.158590,124.60
florence,Hurricane Florence,Hurricane,2018,37129011500,16,505726.99,121639.47,0.00,627366.46,39210.40,8000,2.000000,78.42
florence,Hurricane Florence,Hurricane,2018,37129011603,29,1359694.39,510402.84,30000.00,1900097.23,65520.59,7781,3.727027,244.20
florence,Hurricane Florence,Hurricane,2018,37129011605,12,397582.13,90595.68,0.00,488177.81,40681.48,5603,2.141710,87.13
florence,Hurricane Florence,Hurricane,2018,37129011606,8,359457.48,39750.96,0.00,399208.44,49901.06,5114,1.564333,78.06
florence,Hurricane Florence,Hurricane,2018,37129011607,24,1109770.97,254241.04,0.00,1364012.01,56833.83,12732,1.885014,107.13
florence,Hurricane Florence,Hurricane,2018,37129011608,22,1011821.34,313872.13,0.00,1325693.47,60258.79,6144,3.580729,215.77
florence,Hurricane Florence,Hurricane,2018,37129011701,11,218734.94,21849.04,0.00,240583.98,21871.27,4811,2.286427,50.01
florence,Hurricane Florence,Hurricane,2018,37129011703,29,328552.88,12587.07,0.00,341139.95,11763.45,4298,6.747324,79.37
florence,Hurricane Florence,Hurricane,2018,37129011705,80,1272601.64,111218.68,0.00,1383820.32,17297.75,9112,8.779631,151.87
florence,Hurricane Florence,Hurricane,2018,37129011800,619,5689585.12,498042.54,0.00,6187627.66,9996.17,2536,244.085174,2439.92
florence,Hurricane Florence,Hurricane,2018,37129011902,4,101801.42,11161.16,0.00,112962.58,28240.64,5931,0.674423,19.05
florence,Hurricane Florence,Hurricane,2018,37129011903,4,57866.59,0.00,0.00,57866.59,14466.65,9015,0.443705,6.42
florence,Hurricane Florence,Hurricane,2018,37129011904,13,221882.31,2218.47,0.00,224100.78,17238.52,2834,4.587156,79.08
florence,Hurricane Florence,Hurricane,2018,37129012001,30,284653.71,33273.19,0.00,317926.90,10597.56,7406,4.050770,42.93
florence,Hurricane Florence,Hurricane,2018,37129012004,35,707161.89,73640.61,0.00,780802.50,22308.64,3740,9.358289,208.77
florence,Hurricane Florence,Hurricane,2018,37129012006,2,68279.97,0.00,0.00,68279.97,34139.99,4536,0.440917,15.05
florence,Hurricane Florence,Hurricane,2018,37129012007,7,196873.25,53010.78,0.00,249884.03,35697.72,4413,1.586223,56.62
florence,Hurricane Florence,Hurricane,2018,37129012008,2,0.00,0.00,0.00,0.00,0.00,5994,0.333667,0.00
florence,Hurricane Florence,Hurricane,2018,37129012009,10,66090.96,1510.44,0.00,67601.40,6760.14,7402,1.350986,9.13
florence,Hurricane Florence,Hurricane,2018,37129012010,5,106384.56,9839.97,0.00,116224.53,23244.91,5362,0.932488,21.68
florence,Hurricane Florence,Hurricane,2018,37129012101,11,83001.99,9230.81,0.00,92232.80,8384.80,9076,1.211988,10.16
florence,Hurricane Florence,Hurricane,2018,37129012103,29,466071.50,13017.97,0.00,479089.47,16520.33,4463,6.497871,107.35
florence,Hurricane Florence,Hurricane,2018,37129012104,30,306260.71,26463.00,0.00,332723.71,11090.79,6506,4.611128,51.14
florence,Hurricane Florence,Hurricane,2018,37129012105,40,111737.60,25495.85,0.00,137233.45,3430.84,11309,3.537006,12.13
florence,Hurricane Florence,Hurricane,2018,37129012201,386,1006055.25,73975.88,30000.00,1110031.13,2875.73,2822,136.782424,393.35
florence,Hurricane Florence,Hurricane,2018,37129012202,320,2264766.47,289284.52,0.00,2554050.99,7981.41,3372,94.899170,757.43
florence,Hurricane Florence,Hurricane,2018,37129012203,120,889657.79,30274.03,0.00,919931.82,7666.10,2271,52.840159,405.08
florence,Hurricane Florence,Hurricane,2018,37129012300,153,2006921.71,188982.69,0.00,2195904.40,14352.32,8823,17.341040,248.88
florence,Hurricane Florence,Hurricane,2018,37133000102,34,821824.30,30721.44,0.00,852545.74,25074.87,9332,3.643378,91.36
florence,Hurricane Florence,Hurricane,2018,37133000103,13,860764.95,215565.85,0.00,1076330.80,82794.68,5460,2.380952,197.13
florence,Hurricane Florence,Hurricane,2018,37133000201,24,1036593.84,352708.36,0.00,1389302.20,57887.59,12082,1.986426,114.99
florence,Hurricane Florence,Hurricane,2018,37133000202,40,2687941.97,639546.09,0.00,3327488.06,83187.20,10463,3.822995,318.02
florence,Hurricane Florence,Hurricane,2018,37133000301,1,9721.52,0.00,0.00,9721.52,9721.52,6191,0.161525,1.57
florence,Hurricane Florence,Hurricane,2018,37133000302,12,724921.28,218187.01,30000.00,973108.29,81092.36,10132,1.184366,96.04
florence,Hurricane Florence,Hurricane,2018,37133000401,10,80283.77,9091.66,0.00,89375.43,8937.54,6180,1.618123,14.46
florence,Hurricane Florence,Hurricane,2018,37133000402,53,822107.93,99345.43,0.00,921453.36,17385.91,7494,7.072325,122.96
florence,Hurricane Florence,Hurricane,2018,37133000403,691,7206185.33,234709.48,7537.00,7448431.81,10779.21,1420,486.619718,5245.37
florence,Hurricane Florence,Hurricane,2018,37133001101,4,44089.70,6512.29,0.00,50601.99,12650.50,4912,0.814332,10.30
florence,Hurricane Florence,Hurricane,2018,37133001200,18,927534.99,90492.35,0.00,1018027.34,56557.07,10681,1.685235,95.31
florence,Hurricane Florence,Hurricane,2018,37133001300,9,127914.56,17981.38,0.00,145895.94,16210.66,17595,0.511509,8.29
florence,Hurricane Florence,Hurricane,2018,37133001400,5,20572.24,355.01,0.00,20927.25,4185.45,5217,0.958405,4.01
florence,Hurricane Florence,Hurricane,2018,37133001500,4,57272.92,16511.43,0.00,73784.35,18446.09,2725,1.467890,27.08
florence,Hurricane Florence,Hurricane,2018,37133001700,6,36511.25,0.00,0.00,36511.25,6085.21,2246,2.671416,16.26
florence,Hurricane Florence,Hurricane,2018,37133001800,44,1782476.72,205428.17,19255.21,2007160.10,45617.27,1884,23.354565,1065.37
florence,Hurricane Florence,Hurricane,2018,37133002100,23,1215672.83,292206.05,0.00,1507878.88,65559.95,6440,3.571429,234.14
florence,Hurricane Florence,Hurricane,2018,37133002201,5,78587.91,26275.39,0.00,104863.30,20972.66,4733,1.056412,22.16
